28,2,2018,McDonalds,Eating Out,4,1570
28,2,2018,Caffe Nero,Eating Out,2,1574
27,2,2018,ATM Cash Withdrawal,General,20,1576
27,2,2018,Wild Bean Cafe,Eating Out,1,1596
26,2,2018,Wild Bean Cafe,Eating Out,1,1597
26,2,2018,South West Trains,Transport,31,1598
25,2,2018,ATM Cash Withdrawal,General,10,1629
25,2,2018,Dominos Pizza,Eating Out,24,1639
24,2,2018,ATM Cash Withdrawal,General,20,1663
24,2,2018,O2,Bills,33,1683
23,2,2018,Dominos Pizza,Eating Out,31,1716
23,2,2018,McDonalds,Eating Out,5,1747
23,2,2018,Caffe Nero,Eating Out,2,1752
23,2,2018,Sainsburys,Groceries,75,1754
22,2,2018,ATM Cash Withdrawal,General,20,1829
22,2,2018,Chicken Cottage,Eating Out,4,1849
22,2,2018,Wild Bean Cafe,Eating Out,2,1853
21,2,2018,Starbucks Coffee,Eating Out,2,1855
20,2,2018,Chicken Cottage,Eating Out,8,1857
20,2,2018,Caffe Nero,Eating Out,1,1865
20,2,2018,VIRGIN MEDIA PYMTS,Bills,38,1866
19,2,2018,Chicken Cottage,Eating Out,4,1904
19,2,2018,South West Trains,Transport,34,1908
18,2,2018,Anglo restaurant,Eating Out,33,1942
17,2,2018,ATM Cash Withdrawal,General,20,1975
17,2,2018,Dominos Pizza,Eating Out,31,1995
16,2,2018,Costa Coffee,Eating Out,1,2026
16,2,2018,Tescos,Groceries,64,2027
16,2,2018,LBS Council Tax,Bills,50,2091
15,2,2018,Caffe Nero,Eating Out,2,2141
15,2,2018,BRGAS-Gas,Bills,39,2143
15,2,2018,BRGAS-Electricity,Bills,28,2182
14,2,2018,Subway,Eating Out,6,2210
14,2,2018,Caffe Nero,Eating Out,2,2216
13,2,2018,The West Cornwall Pasty Company,Eating Out,5,2218
13,2,2018,Costa Coffee,Eating Out,1,2223
12,2,2018,Chicken Cottage,Eating Out,7,2224
12,2,2018,Starbucks Coffee,Eating Out,1,2231
12,2,2018,South West Trains,Transport,34,2232
11,2,2018,Pizza Express,Eating Out,43,2266
10,2,2018,Dominos Pizza,Eating Out,44,2309
9,2,2018,Greggs,Eating Out,7,2353
9,2,2018,Starbucks Coffee,Eating Out,2,2360
9,2,2018,Morrisons,Groceries,86,2362
8,2,2018,Pret A Manger,Eating Out,5,2448
7,2,2018,ATM Cash Withdrawal,General,10,2453
7,2,2018,The West Cornwall Pasty Company,Eating Out,7,2463
7,2,2018,Wild Bean Cafe,Eating Out,2,2470
7,2,2018,Cubit and West rent,Rent,550,2472
6,2,2018,The West Cornwall Pasty Company,Eating Out,6,3022
6,2,2018,Starbucks Coffee,Eating Out,2,3028
5,2,2018,The West Cornwall Pasty Company,Eating Out,6,3030
5,2,2018,Costa Coffee,Eating Out,2,3036
5,2,2018,South West Trains,Transport,33,3038
4,2,2018,Scott's Restaurant,Eating Out,26,3071
2,2,2018,The West Cornwall Pasty Company,Eating Out,8,3097
2,2,2018,Caffe Nero,Eating Out,2,3105
2,2,2018,Waitrose,Groceries,59,3107
1,2,2018,Rhino Sports salary,General,1700,3166
