31,12,2017,Anglo restaurant,Eating Out,30,1529
29,12,2017,Pizza Express,Eating Out,57,1559
29,12,2017,Ministry of Sound ClubXOYO Club,Eating Out,9,1616
29,12,2017,Ministry of Sound ClubXOYO Club,Eating Out,16,1625
29,12,2017,Ministry of Sound ClubXOYO Club,Eating Out,15,1641
29,12,2017,Pret A Manger,Eating Out,6,1656
29,12,2017,Sainsburys,Groceries,63,1662
28,12,2017,ATM Cash Withdrawal,General,10,1725
28,12,2017,The West Cornwall Pasty Company,Eating Out,8,1735
28,12,2017,Caffe Nero,Eating Out,1,1743
27,12,2017,ATM Cash Withdrawal,General,20,1744
27,12,2017,McDonalds,Eating Out,7,1764
27,12,2017,Wild Bean Cafe,Eating Out,1,1771
26,12,2017,The West Cornwall Pasty Company,Eating Out,8,1772
26,12,2017,Caffe Nero,Eating Out,2,1780
25,12,2017,South West Trains,Transport,37,1782
24,12,2017,O2,Bills,36,1819
23,12,2017,Dominos Pizza,Eating Out,29,1855
22,12,2017,Pret A Manger,Eating Out,7,1884
22,12,2017,Starbucks Coffee,Eating Out,2,1891
22,12,2017,Sainsburys,Groceries,49,1893
21,12,2017,Greggs,Eating Out,8,1942
21,12,2017,Costa Coffee,Eating Out,2,1950
20,12,2017,ATM Cash Withdrawal,General,10,1952
20,12,2017,Chicken Cottage,Eating Out,5,1962
20,12,2017,Wild Bean Cafe,Eating Out,1,1967
20,12,2017,VIRGIN MEDIA PYMTS,Bills,35,1968
19,12,2017,ATM Cash Withdrawal,General,20,2003
19,12,2017,Pret A Manger,Eating Out,6,2023
19,12,2017,Caffe Nero,Eating Out,1,2029
18,12,2017,ATM Cash Withdrawal,General,20,2030
18,12,2017,McDonalds,Eating Out,5,2050
18,12,2017,Caffe Nero,Eating Out,2,2055
18,12,2017,South West Trains,Transport,37,2057
17,12,2017,ATM Cash Withdrawal,General,10,2094
16,12,2017,LBS Council Tax,Bills,50,2104
15,12,2017,Subway,Eating Out,7,2154
15,12,2017,Morrisons,Groceries,70,2161
15,12,2017,BRGAS-Gas,Bills,29,2231
15,12,2017,BRGAS-Electricity,Bills,25,2260
14,12,2017,Costa Coffee,Eating Out,2,2285
13,12,2017,ATM Cash Withdrawal,General,10,2287
13,12,2017,McDonalds,Eating Out,8,2297
12,12,2017,ATM Cash Withdrawal,General,10,2305
12,12,2017,Subway,Eating Out,5,2315
12,12,2017,Costa Coffee,Eating Out,1,2320
11,12,2017,ATM Cash Withdrawal,General,20,2321
11,12,2017,South West Trains,Transport,25,2341
10,12,2017,Scott's Restaurant,Eating Out,32,2366
9,12,2017,Dominos Pizza,Eating Out,58,2398
8,12,2017,ATM Cash Withdrawal,General,10,2456
8,12,2017,Dominos Pizza,Eating Out,38,2466
8,12,2017,The Grand Pub,Eating Out,5,2504
8,12,2017,Greggs,Eating Out,8,2509
8,12,2017,Caffe Nero,Eating Out,2,2517
8,12,2017,Morrisons,Groceries,72,2519
7,12,2017,ATM Cash Withdrawal,General,10,2591
7,12,2017,Subway,Eating Out,7,2601
7,12,2017,Cubit and West rent,Rent,550,2608
6,12,2017,ATM Cash Withdrawal,General,10,3158
6,12,2017,Starbucks Coffee,Eating Out,1,3168
5,12,2017,ATM Cash Withdrawal,General,20,3169
5,12,2017,McDonalds,Eating Out,4,3189
5,12,2017,Wild Bean Cafe,Eating Out,2,3193
4,12,2017,McDonalds,Eating Out,5,3195
4,12,2017,Caffe Nero,Eating Out,1,3200
4,12,2017,South West Trains,Transport,27,3201
3,12,2017,Dominos Pizza,Eating Out,37,3228
2,12,2017,ATM Cash Withdrawal,General,10,3265
2,12,2017,Pizza Express,Eating Out,30,3275
1,12,2017,McDonalds,Eating Out,6,3305
1,12,2017,Costa Coffee,Eating Out,2,3311
1,12,2017,ASDA,Groceries,79,3313
1,12,2017,Rhino Sports salary,General,1700,3392
