31,10,2017,Greggs,Eating Out,7,1792
31,10,2017,Caffe Nero,Eating Out,1,1799
30,10,2017,Wild Bean Cafe,Eating Out,1,1800
30,10,2017,South West Trains,Transport,33,1801
29,10,2017,Restaurant Gordon RamsayPortland Restaurant,Eating Out,40,1834
28,10,2017,ATM Cash Withdrawal,General,20,1874
28,10,2017,Anglo restaurant,Eating Out,32,1894
27,10,2017,Chicken Cottage,Eating Out,6,1926
27,10,2017,Starbucks Coffee,Eating Out,1,1932
27,10,2017,Morrisons,Groceries,56,1933
26,10,2017,Caffe Nero,Eating Out,1,1989
25,10,2017,Caffe Nero,Eating Out,1,1990
24,10,2017,O2,Bills,30,1991
23,10,2017,Caffe Nero,Eating Out,2,2021
23,10,2017,South West Trains,Transport,32,2023
20,10,2017,Chicken Cottage,Eating Out,5,2055
20,10,2017,Tescos,Groceries,54,2060
20,10,2017,VIRGIN MEDIA PYMTS,Bills,50,2114
19,10,2017,Subway,Eating Out,7,2164
18,10,2017,Caffe Nero,Eating Out,1,2171
17,10,2017,Subway,Eating Out,4,2172
17,10,2017,Costa Coffee,Eating Out,1,2176
16,10,2017,Chicken Cottage,Eating Out,8,2177
16,10,2017,South West Trains,Transport,25,2185
16,10,2017,LBS Council Tax,Bills,50,2210
15,10,2017,Restaurant Gordon RamsayPortland Restaurant,Eating Out,30,2260
15,10,2017,BRGAS-Gas,Bills,24,2290
15,10,2017,BRGAS-Electricity,Bills,27,2314
14,10,2017,ATM Cash Withdrawal,General,10,2341
13,10,2017,ATM Cash Withdrawal,General,20,2351
13,10,2017,Costa Coffee,Eating Out,1,2371
13,10,2017,ASDA,Groceries,46,2372
12,10,2017,Starbucks Coffee,Eating Out,2,2418
11,10,2017,Chicken Cottage,Eating Out,4,2420
11,10,2017,Caffe Nero,Eating Out,1,2424
10,10,2017,The West Cornwall Pasty Company,Eating Out,6,2425
10,10,2017,Costa Coffee,Eating Out,2,2431
9,10,2017,ATM Cash Withdrawal,General,10,2433
9,10,2017,Greggs,Eating Out,7,2443
9,10,2017,Caffe Nero,Eating Out,1,2450
9,10,2017,South West Trains,Transport,30,2451
7,10,2017,Cubit and West rent,Rent,550,2481
6,10,2017,Scott's Restaurant,Eating Out,47,3031
6,10,2017,Wild Bean Cafe,Eating Out,1,3078
6,10,2017,Waitrose,Groceries,60,3079
4,10,2017,Chicken Cottage,Eating Out,7,3139
3,10,2017,Wild Bean Cafe,Eating Out,1,3146
2,10,2017,ATM Cash Withdrawal,General,20,3147
2,10,2017,Caffe Nero,Eating Out,2,3167
2,10,2017,South West Trains,Transport,36,3169
1,10,2017,Rhino Sports salary,General,1700,3205
